business_activities,cuisine_name,license_no,licensing_agency,number_of_employees,latitude,longitude
Coffee Shop,Not Applicable,846737,Department of Economic Development- Dubai,0,25.156803523182663,55.20485754634779
Restaurant,Indian cuisine,991531,Department of Economic Development- Dubai,88,,
Restaurant,Indian cuisine,18120,Department of Economic Development- Dubai,11,25.12375402,55.42536824941635
Restaurant,American Cuisine,728208,Department of Economic Development- Dubai,38,25.19891729427075,55.279556884928525
Restaurant,Not Applicable,1447000,Department of Economic Development- Dubai,31,25.26012952687131,55.19525199414056
Restaurant,Arabic cuisine,1168103,Department of Economic Development- Dubai,7,25.06752,55.1419904
Grocery Store,Not Applicable,895473,Department of Economic Development- Dubai,1,25.1638849,55.4148798
Central Kitchen,International cuisine,959571,Department of Economic Development- Dubai,43,25.26012952687131,55.19525199414056
School,Not Applicable,706676,Department of Economic Development- Dubai,2,25.261666800000004,55.3153552
Coffee Shop,Not Applicable,1450714,Department of Economic Development- Dubai,4,25.296694981854948,55.44559931567458
Department Store,Pakistani cuisine,865943,Department of Economic Development- Dubai,2,25.266542935726942,55.31022906303406
School,Thai Cuisine,880722,Department of Economic Development- Dubai,3,,
Restaurant,Arabic cuisine,1012768,Department of Economic Development- Dubai,12,25.226838958363995,55.33543109893799
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,688525,Department of Economic Development- Dubai,13,25.275358,55.3603393
Restaurant,International cuisine,783656,Department of Economic Development- Dubai,0,25.2581062,55.3109697
Supermarket,Not Applicable,206828,Department of Economic Development- Dubai,9,25.257975215682205,55.43753220469876
Food Kiosk,Not Applicable,790700,Department of Economic Development- Dubai,0,25.2352624,55.3033014
Cargo Transport by Heavy Trucks,Others,654108,Department of Economic Development- Dubai,1,25.28192339774345,55.31558608997955
Restaurant,Italian Cuisine,98668,Department of Economic Development- Dubai,10,25.031192161105373,55.19290018071471
Restaurant,,813880,Department of Economic Development- Dubai,12,25.13399377342075,55.18610715866089
Cafeteria,Not Applicable,1339702,Department of Economic Development- Dubai,9,25.238329846023035,55.31169891357422
Supermarket,Not Applicable,674940,Department of Economic Development- Dubai,41,25.238328007015657,55.27985490449906
Restaurant,Indian cuisine,816782,Department of Economic Development- Dubai,0,25.27310706810845,55.316799999380464
Three Star Hotel,International cuisine,662392,Department of Economic Development- Dubai,68,25.27852842828999,55.31377975359091
Cafeteria,Others,1367749,Department of Economic Development- Dubai,4,25.27787969,55.308780670166016
Cafeteria,Not Applicable,992155,Department of Economic Development- Dubai,13,25.218026741464893,55.25309173223571
Cafeteria,Indian cuisine,1042812,Department of Economic Development- Dubai,11,25.240115494568904,55.27788162231445
Restaurant,Pakistani cuisine,833182,Department of Economic Development- Dubai,0,25.204929,55.27084
Grocery Store,Not Applicable,535260,Department of Economic Development- Dubai,1,25.24088090146304,55.30264229148586
Cafeteria,Not Applicable,850559,Department of Economic Development- Dubai,0,25.2690624,55.38728
Training Centre,Arabic cuisine,857944,Department of Economic Development- Dubai,2,25.07075066084599,55.23007392883301
Supermarket,Not Applicable,922775,Department of Economic Development- Dubai,0,25.062431752153486,55.20904541015625
Vegetable and Fruit Trading,Not Applicable,2623,Department of Economic Development- Dubai,15,25.179789246786072,55.38943469524384
Restaurant,Indian cuisine,1069258,Department of Economic Development- Dubai,12,,
Fish & Marine Animals Trading,Others,815065,Department of Economic Development- Dubai,1,25.2825562,55.3254198
Restaurant,Arabic cuisine,626776,Department of Economic Development- Dubai,1,25.204929,55.27084
Restaurant,Indian cuisine,849755,Department of Economic Development- Dubai,22,25.1664019,55.4065751
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,504638,Department of Economic Development- Dubai,0,25.204929,55.27084
Grocery Store,Not Applicable,805580,Department of Economic Development- Dubai,1,,
Restaurant,Arabic cuisine,832189,Department of Economic Development- Dubai,9,25.1934445,55.4068465
Grocery Store,Not Applicable,781785,Department of Economic Development- Dubai,0,25.24776849674296,55.30197389423847
Coffee Shop,Not Applicable,808318,Department of Economic Development- Dubai,33,,
Grocery Store,Not Applicable,838715,Department of Economic Development- Dubai,0,25.24229765063328,55.30078252
Restaurant,French Cuisine,667665,Department of Economic Development- Dubai,11,25.07424853076951,55.13332977110622
Restaurant,Chinese cuisine,573292,Department of Economic Development- Dubai,45,25.26683789593321,55.30766970265563
Restaurant,Turkish cuisine,1048957,Department of Economic Development- Dubai,1,25.2609603,55.3224063
Food & Beverages Trading (Sub-activity of Food Service),Not Applicable,504371,Department of Economic Development- Dubai,0,25.17196534625329,55.38824968940435
Restaurant,Arabic cuisine,1485403,Department of Economic Development- Dubai,2,25.26012952687131,55.19525199414056
Restaurant,Russian cuisine,1446310,Department of Economic Development- Dubai,5,,
Restaurant,American Cuisine,810067,Department of Economic Development- Dubai,22,25.251648964293505,55.33317977065337
Grocery Store,Not Applicable,699397,Department of Economic Development- Dubai,1,25.204929,55.27084
Supermarket,Not Applicable,559187,Department of Economic Development- Dubai,27,25.259503083498643,55.300243665911694
Grocery Store,Others,220812,Department of Economic Development- Dubai,1,25.204929,55.27084
Restaurant,International cuisine,878934,Department of Economic Development- Dubai,12,25.28274248565585,55.37266284227371
Restaurant,International cuisine,1119842,Department of Economic Development- Dubai,24,25.267367639406043,55.31750589609146
Supermarket,Not Applicable,105463,Department of Economic Development- Dubai,16,25.12654404853497,55.22830795340951
Restaurant,International cuisine,1055678,Department of Economic Development- Dubai,5,25.296600067066567,55.39712727069855
Restaurant,Pakistani cuisine,118690,Department of Economic Development- Dubai,8,25.2725374,55.3098084
Restaurant,Indian cuisine,808632,Department of Economic Development- Dubai,12,25.1696045,55.3508857
Restaurant,Indian cuisine,648104,Department of Economic Development- Dubai,1,24.97116610622949,55.17207034
Malls/SME/Intaleq,Italian Cuisine,1093315,Department of Economic Development- Dubai,2,25.237771891718094,55.42502074719239
Restaurant,Not Applicable,570746,Department of Economic Development- Dubai,0,25.204929,55.27084
Coffee Shop,International cuisine,515164,Department of Economic Development- Dubai,16,25.251603715919128,55.33248225781233
General Trading,Not Applicable,629582,Department of Economic Development- Dubai,1,,
Two Star Hotel,,530111,Department of Economic Development- Dubai,0,25.2745181,55.3009184
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,1309288,Department of Economic Development- Dubai,1,25.26012952687131,55.19525199414056
Restaurant,Italian Cuisine,813175,Department of Economic Development- Dubai,1,,
Fish & Marine Animals Trading,Others,540237,Department of Economic Development- Dubai,1,25.2825562,55.3254198
Hypermarket,Not Applicable,833703,Department of Economic Development- Dubai,11,25.13348271117563,55.23707035703124
Restaurant,International cuisine,858414,Department of Economic Development- Dubai,3,,
Restaurant,African cuisine,1287677,Department of Economic Development- Dubai,8,25.26012952687131,55.19525199414056
Restaurant,Pakistani cuisine,105312,Department of Economic Development- Dubai,2,25.226168966804018,55.38572721
Catering Services,International cuisine,560995,Department of Economic Development- Dubai,725,24.981607660742544,55.150461941957474
Restaurant,Pakistani cuisine,859085,Department of Economic Development- Dubai,15,25.2743103,55.3241178
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,1056302,Department of Economic Development- Dubai,11,,
Grocery Store,Not Applicable,845796,Department of Economic Development- Dubai,0,25.1616076,55.3990847
Restaurant,Indian cuisine,689003,Department of Economic Development- Dubai,1,25.27534170485634,55.3134966
Grocery Store,Not Applicable,509193,Department of Economic Development- Dubai,1,25.22570004212538,55.27386150845528
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,685051,Department of Economic Development- Dubai,0,,
Restaurant,Italian Cuisine,12922,Department of Economic Development- Dubai,15,25.111272149958783,55.37515080216182
Coffee Shop,Not Applicable,803134,Department of Economic Development- Dubai,13,25.02949071579268,55.27050018310547
Training Centre,International cuisine,802018,Department of Economic Development- Dubai,1,25.25152749816907,55.30620574951172
Confectionary & Chocolate Trading,Not Applicable,924452,Department of Economic Development- Dubai,1,25.18881309977474,55.38461417146369
Restaurant,Mexican Cuisine,751641,Department of Economic Development- Dubai,19,25.18896787962313,55.25505401194096
Restaurant,Arabic cuisine,119032,Department of Economic Development- Dubai,16,25.24300591362472,55.28021437
Food Kiosk,Not Applicable,511217,Department of Economic Development- Dubai,0,25.155967452089225,55.22943019866944
Restaurant,Indian cuisine,518122,Department of Economic Development- Dubai,1,25.2204698,55.3254198
Restaurant,Not Applicable,543192,Department of Economic Development- Dubai,0,25.204929,55.27084
"Grains, Cereals & Legumes Trading",Not Applicable,216122,Department of Economic Development- Dubai,3,25.2730278,55.3136713
Grocery Store,Not Applicable,656254,Department of Economic Development- Dubai,0,25.204929,55.27084
Restaurant,Not Applicable,1435890,Department of Economic Development- Dubai,13,25.26012952687131,55.19525199414056
Ice Cream Trading,Not Applicable,1260421,Department of Economic Development- Dubai,2,25.285485450291773,55.376930236816406
Restaurant,,119051,Department of Economic Development- Dubai,11,25.271058607988746,55.30491503194662
Restaurant,Pakistani cuisine,833608,Department of Economic Development- Dubai,15,25.18960076881465,55.40503962074513
Restaurant,Pakistani cuisine,795372,Department of Economic Development- Dubai,23,25.265215,55.4325991
Preparation of Local Sweets,Not Applicable,704787,Department of Economic Development- Dubai,0,25.26738674093228,55.379915200173855
Restaurant,International cuisine,1412869,Department of Economic Development- Dubai,2,,
General Trading,International cuisine,735332,Department of Economic Development- Dubai,0,25.2676927,55.3056895
Bread & Bakery Products Trading,International cuisine,814212,Department of Economic Development- Dubai,2,25.22998769166391,55.25659229595112
General Trading,Indian cuisine,893123,Department of Economic Development- Dubai,0,25.276288634571657,55.30912399291992
Coffee Shop,Not Applicable,697102,Department of Economic Development- Dubai,0,25.23669261988304,55.421082561149206
Cafeteria,International cuisine,792461,Department of Economic Development- Dubai,3,25.246807438716147,55.45133845264127
Cafeteria,Philippines Cuisine,938565,Department of Economic Development- Dubai,21,25.247374273979016,55.30242919921875
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,676708,Department of Economic Development- Dubai,8,25.11877790157916,55.22810499971524
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,590627,Department of Economic Development- Dubai,7,25.26736278822433,55.29521942138672
Food & Beverages Trading (Sub-activity of Trading),Not Applicable,582011,Department of Economic Development- Dubai,14,25.204929,55.27084
Vegetable and Fruit Trading,Not Applicable,200550,Department of Economic Development- Dubai,6,25.177068467763768,55.39113027865959
Restaurant,Japanese Cuisine,744675,Department of Economic Development- Dubai,18,25.204929,55.27084
General Trading,Others,746273,Department of Economic Development- Dubai,66,25.204929,55.27084
Restaurant,Arabic cuisine,538072,Department of Economic Development- Dubai,2,25.18901767,55.23977542211424
Confectionary & Chocolate Trading,Others,997246,Department of Economic Development- Dubai,5,25.14509096,55.324609366900624
